season,team,conference,total_wins,total_losses,sp_rating,sp_rank,talent_top40,talent_top40_rank,bcr,bcr_rank,bluechips,bluechips_rank,roster_n,proven_vets,proven_vets_rank,returning_prod,returning_prod_rank,dev_total,dev_total_rank,achievement,achievement_rank,ach_offense,ach_defense,stale_2026_roster
2024,Oklahoma,SEC,6.0,7.0,9.5,33.0,37.740899999999996,9.0,0.448,7.0,56,6.0,125,35.0,50.0,0.3948,75.0,663.8315168270574,36.0,-1.66,83.0,-5.79,3.37,False
2024,Notre Dame,FBS Independents,14.0,2.0,23.9,8.0,37.7278,10.0,0.4711,6.0,57,5.0,121,33.0,72.0,0.3006,99.0,,,12.79,10.0,6.93,7.1,False
2024,Florida,SEC,8.0,5.0,13.8,20.0,37.6426,11.0,0.4015,10.0,53,9.0,132,35.0,50.0,0.7227,20.0,698.5165858956241,26.0,3.05,52.0,0.19,1.38,False
2024,Penn State,Big Ten,13.0,3.0,24.6,5.0,37.5422,12.0,0.424,9.0,53,9.0,125,35.0,50.0,0.736,17.0,777.8180627189955,8.0,14.27,8.0,6.16,8.49,False
2024,Florida State,ACC,2.0,10.0,-3.2,83.0,37.413700000000006,13.0,0.3468,14.0,43,14.0,124,39.0,25.0,0.2085,114.0,426.71686076397935,75.0,-13.0,119.0,-11.01,-3.43,False
2024,Miami,ACC,10.0,3.0,21.6,10.0,37.347300000000004,14.0,0.3115,18.0,38,18.0,122,30.0,96.0,0.474,59.0,772.7025212588526,11.0,12.08,14.0,13.21,-2.29,False
2024,USC,Big Ten,7.0,6.0,11.9,23.0,37.3375,15.0,0.3868,12.0,41,16.0,106,30.0,96.0,0.1955,117.0,685.8051883662761,31.0,2.42,55.0,4.63,-1.97,False
2024,Tennessee,SEC,10.0,3.0,22.0,9.0,37.336200000000005,16.0,0.3415,15.0,42,15.0,123,34.0,60.0,0.3318,90.0,703.0392558780359,23.0,12.52,12.0,2.73,8.54,False
2024,Michigan,Big Ten,8.0,5.0,10.6,26.0,37.191599999999994,17.0,0.3406,16.0,47,13.0,138,45.0,5.0,0.2601,104.0,625.0898443612067,50.0,1.73,58.0,-6.61,7.24,False
2024,Auburn,SEC,5.0,7.0,9.5,33.0,37.0128,18.0,0.3388,17.0,41,16.0,121,38.0,31.0,0.6984,23.0,540.1662537471551,65.0,1.37,61.0,-2.49,4.93,False
2024,Ole Miss,SEC,10.0,3.0,27.9,2.0,36.7179,19.0,0.2164,26.0,29,21.0,134,46.0,4.0,0.8148,12.0,864.3185769088369,3.0,21.0,2.0,7.84,11.46,False
2024,Missouri,SEC,10.0,3.0,14.0,19.0,36.678,20.0,0.2437,21.0,29,21.0,119,37.0,35.0,0.8756,4.0,592.8241525749862,60.0,7.27,30.0,3.91,4.74,False
2024,South Carolina,SEC,9.0,4.0,16.9,14.0,36.581599999999995,21.0,0.2417,22.0,29,21.0,120,40.0,19.0,0.1807,122.0,707.7215669823158,20.0,10.57,18.0,2.48,7.65,False
2024,North Carolina,ACC,6.0,7.0,5.0,49.0,36.551,22.0,0.2479,20.0,30,19.0,121,34.0,60.0,0.4518,64.0,724.4303136079322,15.0,-1.2,80.0,1.94,-2.59,False
2024,Nebraska,Big Ten,7.0,6.0,5.5,45.0,36.536,23.0,0.1656,38.0,25,28.0,151,27.0,119.0,0.6269,33.0,615.1933492749396,55.0,-0.64,77.0,-6.44,7.95,False
2024,SMU,ACC,11.0,3.0,17.5,12.0,36.499,24.0,0.2,29.0,25,28.0,125,44.0,9.0,0.8628,6.0,876.7753339808605,2.0,11.52,16.0,8.73,2.73,False
2024,Arkansas,SEC,7.0,6.0,11.0,24.0,36.4807,25.0,0.2339,24.0,29,21.0,124,37.0,35.0,0.5286,50.0,771.1810090289734,12.0,5.09,39.0,1.96,2.17,False
2024,Kentucky,SEC,4.0,8.0,5.5,45.0,36.463300000000004,26.0,0.2632,19.0,30,19.0,114,32.0,79.0,0.3428,87.0,492.1731431211531,71.0,-0.33,74.0,-4.91,3.0,False
2024,TCU,Big 12,9.0,4.0,10.8,25.0,36.3229,27.0,0.2016,28.0,26,26.0,129,34.0,60.0,0.4466,65.0,706.6559570754494,21.0,5.55,36.0,5.44,1.4,False
2024,Wisconsin,Big Ten,5.0,7.0,3.0,60.0,36.2851,28.0,0.2353,23.0,28,25.0,119,43.0,10.0,0.511,54.0,507.34056810890326,69.0,-2.09,86.0,-6.09,4.48,False
2024,Colorado,Big 12,9.0,4.0,8.1,39.0,36.2178,29.0,0.1909,32.0,21,33.0,110,39.0,25.0,0.6644,26.0,766.534785338,13.0,3.29,49.0,4.33,0.93,False
2024,UCLA,Big Ten,5.0,7.0,-1.3,75.0,36.1912,30.0,0.2083,27.0,25,28.0,120,39.0,25.0,0.5229,52.0,493.63331167217154,70.0,-6.0,98.0,-7.62,1.18,False
2024,Arizona State,Big 12,11.0,3.0,9.4,35.0,36.1839,31.0,0.1667,37.0,20,35.0,120,34.0,60.0,0.3168,94.0,776.078124364336,9.0,4.73,41.0,3.49,3.6,False
2024,Mississippi State,SEC,2.0,10.0,-4.1,88.0,36.1509,32.0,0.2281,25.0,26,26.0,114,29.0,107.0,0.1911,120.0,624.0684526019775,51.0,-8.63,110.0,-3.35,-6.63,False
2024,UCF,Big 12,4.0,8.0,2.8,61.0,36.1336,33.0,0.1966,31.0,23,31.0,117,40.0,19.0,0.3931,76.0,584.3284227539127,61.0,-1.66,83.0,0.18,-1.19,False
2024,Louisville,ACC,9.0,4.0,13.6,21.0,36.0788,34.0,0.1983,30.0,23,31.0,116,45.0,5.0,0.2157,112.0,828.614324160462,5.0,9.37,23.0,8.98,1.83,False
2024,Texas Tech,Big 12,8.0,5.0,4.3,54.0,36.0509,35.0,0.1557,40.0,19,40.0,122,36.0,41.0,0.5643,44.0,698.7714455965105,25.0,0.19,70.0,4.83,-6.02,False
2024,Purdue,Big Ten,1.0,11.0,-16.2,121.0,35.9808,36.0,0.1653,39.0,20,35.0,121,31.0,84.0,0.4973,56.0,522.2905640397529,67.0,-20.02,130.0,-9.34,-8.67,False
2024,Utah,Big 12,5.0,7.0,7.7,40.0,35.9649,37.0,0.1818,34.0,20,35.0,110,35.0,50.0,0.3583,83.0,628.3418731070086,49.0,3.95,45.0,-4.92,7.77,False
2024,Washington,Big Ten,6.0,7.0,3.1,58.0,35.9606,38.0,0.1909,32.0,21,33.0,110,36.0,41.0,0.0254,134.0,639.3106687346359,45.0,-0.64,77.0,-1.21,2.58,False
2024,Michigan State,Big Ten,5.0,7.0,-4.6,90.0,35.907799999999995,39.0,0.1695,36.0,20,35.0,118,37.0,35.0,0.2997,100.0,431.1552864409725,74.0,-8.12,109.0,-10.41,0.99,False
2024,Georgia Tech,ACC,7.0,6.0,1.9,66.0,35.834900000000005,40.0,0.1405,43.0,17,43.0,121,36.0,41.0,0.8264,10.0,573.5605203540243,62.0,-1.31,82.0,2.82,-2.65,False
2024,Iowa,Big Ten,8.0,5.0,15.8,16.0,35.826,41.0,0.1385,45.0,18,42.0,130,36.0,41.0,0.528,51.0,654.0158924463561,40.0,12.63,11.0,-1.27,11.97,False
2024,Pittsburgh,ACC,7.0,6.0,4.9,50.0,35.809200000000004,42.0,0.1356,47.0,16,44.0,118,35.0,50.0,0.5601,45.0,798.1273654435447,6.0,1.8,57.0,1.06,-1.0,False
2024,NC State,ACC,6.0,7.0,3.9,56.0,35.8005,43.0,0.1545,41.0,19,40.0,123,28.0,114.0,0.1225,128.0,694.7521121356542,28.0,0.83,67.0,1.68,-1.18,False
2024,Stanford,ACC,3.0,9.0,-8.2,101.0,35.7769,44.0,0.1468,42.0,16,44.0,109,29.0,107.0,0.8505,7.0,431.8157651142136,73.0,-11.17,116.0,-3.78,-8.73,False
2024,Minnesota,Big Ten,8.0,5.0,10.4,27.0,35.741099999999996,45.0,0.1391,44.0,16,44.0,115,35.0,50.0,0.5499,47.0,716.89247352628,18.0,7.58,29.0,-2.52,10.05,False
2024,California,ACC,6.0,7.0,4.0,55.0,35.6969,46.0,0.1724,35.0,20,35.0,116,29.0,107.0,0.4613,63.0,646.5531941530992,44.0,1.36,62.0,-0.64,2.64,False
2024,Baylor,Big 12,8.0,5.0,8.4,38.0,35.683800000000005,47.0,0.1364,46.0,15,48.0,110,42.0,11.0,0.5422,48.0,662.10125787149,39.0,5.82,34.0,5.49,-0.63,False
2024,Oklahoma State,Big 12,3.0,9.0,-2.6,81.0,35.5947,48.0,0.0704,69.0,10,58.0,142,45.0,5.0,0.8204,11.0,601.9226061405159,58.0,-4.81,93.0,1.55,-5.94,False
2024,Kansas,Big 12,5.0,7.0,4.9,50.0,35.5814,49.0,0.096,56.0,12,52.0,125,31.0,84.0,0.6355,31.0,670.7378374387174,35.0,2.75,54.0,4.57,-0.71,False
2024,Virginia Tech,ACC,6.0,7.0,10.0,30.0,35.5742,50.0,0.125,50.0,14,49.0,112,30.0,96.0,0.8358,9.0,694.5427069883922,29.0,7.88,28.0,3.48,3.4,False
2024,Syracuse,ACC,10.0,3.0,5.5,45.0,35.552,51.0,0.1308,49.0,14,49.0,107,34.0,60.0,0.3124,95.0,717.0079395255462,17.0,3.47,48.0,8.02,-3.05,False
2024,Vanderbilt,SEC,7.0,6.0,4.9,50.0,35.5464,52.0,0.1083,51.0,13,51.0,120,34.0,60.0,0.1633,124.0,632.5736266805882,46.0,2.89,53.0,0.43,0.46,False
2024,West Virginia,Big 12,6.0,7.0,2.1,65.0,35.4817,53.0,0.0781,63.0,10,58.0,128,36.0,41.0,0.8828,3.0,673.6954367476915,34.0,0.36,69.0,2.45,-3.7,False
2024,Maryland,Big Ten,4.0,8.0,-3.9,86.0,35.4391,54.0,0.1345,48.0,16,44.0,119,29.0,107.0,0.3753,82.0,618.6392954787734,54.0,-5.46,96.0,-4.28,-1.01,False
2024,Indiana,Big Ten,11.0,2.0,20.1,11.0,35.416,55.0,0.1034,52.0,12,52.0,116,48.0,1.0,0.4325,68.0,862.9406775455946,4.0,18.64,3.0,7.47,9.74,False
2024,Arizona,Big 12,4.0,8.0,-2.8,82.0,35.3958,56.0,0.1009,54.0,11,55.0,109,27.0,119.0,0.617,35.0,623.0196556574691,52.0,-4.18,91.0,-3.1,-2.81,False
2024,Cincinnati,Big 12,5.0,7.0,-0.1,72.0,35.334900000000005,57.0,0.0948,57.0,11,55.0,116,37.0,35.0,0.3065,97.0,560.3246215025052,64.0,-1.22,81.0,-1.79,1.32,False
2024,Northwestern,Big Ten,4.0,8.0,-8.2,101.0,35.2935,58.0,0.0721,67.0,8,69.0,111,33.0,72.0,0.4137,73.0,622.7160560624909,53.0,-9.15,111.0,-9.82,2.1,False
2024,UTSA,American Athletic,7.0,6.0,2.2,64.0,35.192499999999995,59.0,0.1017,53.0,12,52.0,118,41.0,14.0,0.3271,92.0,,,1.67,59.0,5.17,-4.88,False
2024,Virginia,ACC,5.0,7.0,-5.1,91.0,35.192499999999995,59.0,0.072,68.0,9,63.0,125,34.0,60.0,0.6215,34.0,714.1259994559957,19.0,-5.63,97.0,-3.43,-2.68,False
2024,Boston College,ACC,7.0,6.0,1.2,70.0,35.18299999999999,61.0,0.0847,59.0,10,58.0,118,42.0,11.0,0.4172,70.0,688.9866443290408,30.0,0.71,68.0,0.88,1.94,False
2024,Tulane,American Athletic,9.0,5.0,5.7,43.0,35.1738,62.0,0.075,65.0,9,63.0,120,40.0,19.0,0.3021,98.0,,,5.25,37.0,5.8,-0.44,False
2024,UAB,American Athletic,3.0,9.0,-11.3,108.0,35.1259,63.0,0.0667,71.0,8,69.0,120,33.0,72.0,0.6425,29.0,,,-11.55,117.0,-1.12,-11.24,False
2024,Rutgers,Big Ten,7.0,6.0,6.4,42.0,35.116,64.0,0.0597,77.0,8,69.0,134,33.0,72.0,0.4281,69.0,610.731579471599,56.0,6.19,32.0,1.5,3.98,False
2024,Kansas State,Big 12,9.0,4.0,14.1,18.0,35.091300000000004,65.0,0.0732,66.0,9,63.0,123,34.0,60.0,0.3901,78.0,734.0441023120766,14.0,13.99,9.0,6.05,6.44,False
2024,Iowa State,Big 12,11.0,3.0,10.3,28.0,35.0879,66.0,0.0301,109.0,4,99.0,133,30.0,96.0,0.9046,1.0,647.431766736108,43.0,10.21,21.0,3.85,6.64,False
2024,Duke,ACC,9.0,4.0,5.6,44.0,35.0667,67.0,0.0619,75.0,7,75.0,113,40.0,19.0,0.4959,57.0,790.6854047288372,7.0,5.59,35.0,-0.21,5.59,False
2024,Oregon State,Pac-12,5.0,7.0,-6.7,97.0,35.0526,68.0,0.0789,62.0,9,63.0,114,28.0,114.0,0.066,131.0,517.4358602730258,68.0,-6.65,103.0,-0.78,-5.78,False
2024,Illinois,Big Ten,10.0,3.0,9.6,31.0,35.0454,69.0,0.0847,59.0,10,58.0,118,28.0,114.0,0.3489,86.0,631.0587260824163,47.0,9.68,22.0,2.13,6.04,False
2024,Houston,Big 12,4.0,8.0,-8.2,101.0,35.0286,70.0,0.0776,64.0,9,63.0,116,36.0,41.0,0.6358,30.0,460.5087805282997,72.0,-8.05,108.0,-8.74,2.47,False
2024,South Florida,American Athletic,7.0,6.0,-2.3,79.0,34.964600000000004,71.0,0.0534,81.0,7,75.0,131,39.0,25.0,0.7894,14.0,,,-1.88,85.0,2.77,-6.29,False
2024,San Diego State,Pac-12,3.0,9.0,-15.4,119.0,34.962599999999995,72.0,0.0826,61.0,9,63.0,109,36.0,41.0,0.3839,80.0,525.2818948558597,66.0,-14.97,124.0,-9.02,-4.99,False
2024,Marshall,Sun Belt,10.0,3.0,3.1,58.0,34.946200000000005,73.0,0.0862,58.0,10,58.0,116,36.0,41.0,0.1841,121.0,,,3.6,46.0,2.91,0.25,False
2024,Southern Miss,Sun Belt,1.0,11.0,-25.6,133.0,34.866299999999995,74.0,0.0526,82.0,6,80.0,114,31.0,84.0,0.1192,129.0,,,-24.77,133.0,-12.15,-12.08,False
2024,Wake Forest,ACC,4.0,8.0,-5.7,93.0,34.860699999999994,75.0,0.0488,87.0,6,80.0,123,29.0,107.0,0.3266,93.0,628.6250487279473,48.0,-4.85,94.0,-0.74,-4.47,False
2024,Memphis,American Athletic,11.0,2.0,9.6,31.0,34.859700000000004,76.0,0.0547,79.0,7,75.0,128,42.0,11.0,0.7354,18.0,,,10.46,20.0,10.16,-0.87,False
2024,Liberty,Conference USA,8.0,4.0,0.2,71.0,34.8511,77.0,0.0339,100.0,4,99.0,118,41.0,14.0,0.7373,16.0,,,1.09,65.0,1.68,0.75,False
2024,East Carolina,American Athletic,8.0,5.0,-1.0,73.0,34.825900000000004,78.0,0.0465,89.0,6,80.0,129,39.0,25.0,0.3287,91.0,,,-0.0,73.0,2.02,-2.29,False
2024,Massachusetts,Mid-American,2.0,10.0,-21.9,129.0,34.792699999999996,79.0,0.1009,54.0,11,55.0,109,35.0,50.0,0.3386,89.0,,,-20.76,131.0,-5.92,-12.82,False
2024,Charlotte,American Athletic,5.0,7.0,-15.3,118.0,34.760999999999996,80.0,0.0678,70.0,8,69.0,118,40.0,19.0,0.6432,28.0,,,-14.03,120.0,-4.96,-10.06,False
2024,Washington State,Pac-12,8.0,5.0,1.3,68.0,34.642700000000005,81.0,0.0328,105.0,4,99.0,122,31.0,84.0,0.2654,102.0,662.5610188293281,38.0,3.06,51.0,7.85,-3.3,False
2024,Florida Atlantic,American Athletic,3.0,9.0,-12.7,113.0,34.640299999999996,82.0,0.0435,94.0,5,90.0,115,38.0,31.0,0.0258,133.0,,,-10.93,115.0,-5.35,-4.3,False
2024,Colorado State,Pac-12,8.0,5.0,-5.7,93.0,34.6199,83.0,0.0545,80.0,6,80.0,110,33.0,72.0,0.6343,32.0,705.8713639032129,22.0,-3.84,90.0,-1.91,-1.35,False
2024,Georgia State,Sun Belt,3.0,9.0,-17.9,123.0,34.5911,84.0,0.0446,92.0,5,90.0,112,41.0,14.0,0.1922,119.0,,,-15.92,125.0,-5.06,-9.49,False
2024,North Texas,American Athletic,6.0,7.0,-4.5,89.0,34.5833,85.0,0.0333,103.0,4,99.0,120,31.0,84.0,0.1946,118.0,,,-2.49,88.0,7.25,-9.08,False
2024,South Alabama,Sun Belt,7.0,6.0,2.8,61.0,34.5636,86.0,0.0328,105.0,4,99.0,122,34.0,60.0,0.2604,103.0,,,4.89,40.0,3.89,1.07,False
2024,Tulsa,American Athletic,3.0,9.0,-20.6,128.0,34.5608,87.0,0.0492,85.0,6,80.0,122,31.0,84.0,0.7075,21.0,,,-18.49,129.0,-4.81,-12.33,False
2024,BYU,Big 12,11.0,2.0,15.3,17.0,34.553399999999996,88.0,0.065,72.0,8,69.0,123,35.0,50.0,0.5678,42.0,680.3152632554275,33.0,17.44,5.0,6.01,9.19,False
2024,Boise State,Pac-12,12.0,2.0,10.1,29.0,34.5339,89.0,0.0174,122.0,2,120.0,115,32.0,79.0,0.4909,58.0,911.5410527340368,1.0,12.32,13.0,9.34,3.83,False
2024,Coastal Carolina,Sun Belt,6.0,7.0,-6.9,98.0,34.4914,90.0,0.0504,83.0,6,80.0,119,36.0,41.0,0.2685,101.0,,,-4.5,92.0,-0.38,-5.28,False
2024,UNLV,Mountain West,11.0,3.0,9.3,36.0,34.4787,91.0,0.0442,93.0,5,90.0,113,31.0,84.0,0.4161,71.0,,,11.75,15.0,6.74,3.55,False
2024,Toledo,Mid-American,8.0,5.0,-2.5,80.0,34.4457,92.0,0.0336,102.0,4,99.0,119,38.0,31.0,0.4404,67.0,,,0.09,72.0,-1.3,1.92,False
2024,UConn,FBS Independents,9.0,4.0,1.5,67.0,34.423500000000004,93.0,0.045,91.0,5,90.0,111,35.0,50.0,0.2162,111.0,,,4.18,42.0,1.14,2.57,False
2024,Middle Tennessee,Conference USA,3.0,9.0,-24.4,131.0,34.3993,94.0,0.0424,95.0,5,90.0,118,40.0,19.0,0.2314,108.0,,,-21.62,132.0,-12.02,-8.98,False
2024,App State,Sun Belt,5.0,6.0,-8.1,100.0,34.3983,95.0,0.0333,103.0,4,99.0,120,39.0,25.0,0.8714,5.0,,,-5.32,95.0,1.49,-5.28,False
2024,Arkansas State,Sun Belt,8.0,5.0,-9.9,104.0,34.379599999999996,96.0,0.0325,107.0,4,99.0,123,37.0,35.0,0.8362,8.0,,,-7.04,104.0,-1.08,-6.84,False
2024,Georgia Southern,Sun Belt,8.0,5.0,-1.7,76.0,34.346000000000004,97.0,0.0645,73.0,8,69.0,124,34.0,60.0,0.4031,74.0,,,1.3,63.0,0.88,-1.67,False
2024,Nevada,Mountain West,3.0,10.0,-15.2,117.0,34.3347,98.0,0.0636,74.0,7,75.0,110,33.0,72.0,0.4992,55.0,,,-12.15,118.0,-4.6,-5.74,False
2024,Temple,American Athletic,3.0,9.0,-20.3,127.0,34.3271,99.0,0.0268,112.0,3,111.0,112,28.0,114.0,0.2099,113.0,,,-17.22,126.0,-8.29,-9.33,False
2024,Texas State,Pac-12,8.0,5.0,5.4,48.0,34.3043,100.0,0.0424,95.0,5,90.0,118,48.0,1.0,0.3886,79.0,700.5385999799751,24.0,8.58,24.0,8.65,0.12,False
2024,Akron,Mid-American,4.0,8.0,-17.9,123.0,34.281499999999994,101.0,0.0556,78.0,6,80.0,108,26.0,123.0,0.2251,109.0,,,-14.63,122.0,-9.81,-6.03,False
2024,Louisiana,Sun Belt,10.0,4.0,4.8,53.0,34.2765,102.0,0.0074,129.0,1,124.0,135,30.0,96.0,0.4414,66.0,,,8.09,26.0,6.0,0.78,False
2024,Eastern Michigan,Mid-American,5.0,7.0,-13.3,114.0,34.2745,103.0,0.042,97.0,5,90.0,119,31.0,84.0,0.2055,115.0,,,-10.0,113.0,-4.99,-5.72,False
2024,Jacksonville State,Conference USA,9.0,5.0,-1.0,73.0,34.2671,104.0,0.0484,88.0,6,80.0,124,41.0,14.0,0.3926,77.0,,,2.33,56.0,3.32,0.3,False
2024,Fresno State,Pac-12,6.0,7.0,-3.8,85.0,34.259699999999995,105.0,0.0085,126.0,1,124.0,117,31.0,84.0,0.6824,25.0,601.9501331351423,57.0,-0.44,75.0,-0.37,1.02,False
2024,Western Kentucky,Conference USA,8.0,6.0,-2.2,78.0,34.197100000000006,106.0,0.0354,99.0,4,99.0,113,38.0,31.0,0.3827,81.0,,,1.42,60.0,-3.26,2.65,False
2024,Troy,Sun Belt,4.0,8.0,-6.6,96.0,34.1937,107.0,0.0248,117.0,3,111.0,121,26.0,123.0,0.3092,96.0,,,-2.96,89.0,-1.25,-1.34,False
2024,James Madison,Sun Belt,9.0,4.0,7.5,41.0,34.191900000000004,108.0,0.05,84.0,6,80.0,120,35.0,50.0,0.0371,132.0,,,11.14,17.0,4.35,5.86,False
2024,Western Michigan,Mid-American,6.0,7.0,-10.2,105.0,34.1676,109.0,0.0268,112.0,3,111.0,112,30.0,96.0,0.8005,13.0,,,-6.45,101.0,-0.6,-7.19,False
2024,Louisiana Tech,Sun Belt,5.0,8.0,-11.6,110.0,34.11359999999999,110.0,0.0172,123.0,2,120.0,116,31.0,84.0,0.2347,107.0,,,-7.63,106.0,-9.31,2.63,False
2024,Rice,American Athletic,4.0,8.0,-11.4,109.0,34.1077,111.0,0.0248,117.0,3,111.0,121,41.0,14.0,0.4683,60.0,,,-7.4,105.0,-4.7,-1.46,False
2024,Utah State,Pac-12,4.0,8.0,-10.4,106.0,34.0571,112.0,0.0463,90.0,5,90.0,108,32.0,79.0,0.4636,61.0,697.1131605587146,27.0,-6.19,99.0,5.09,-11.25,False
2024,Ohio,Mid-American,11.0,3.0,2.3,63.0,34.048,113.0,0.0256,115.0,3,111.0,117,26.0,123.0,0.1315,126.0,,,6.55,31.0,2.11,5.17,False
2024,Hawai'i,Mountain West,5.0,7.0,-10.9,107.0,33.9785,114.0,0.0492,85.0,6,80.0,122,33.0,72.0,0.8922,2.0,,,-6.36,100.0,-4.06,-0.78,False
2024,Sam Houston,Conference USA,10.0,3.0,-6.9,98.0,33.97800000000001,115.0,0.0254,116.0,3,111.0,118,31.0,84.0,0.4141,72.0,,,-2.36,87.0,-5.96,5.42,False
2024,New Mexico State,Conference USA,3.0,9.0,-19.0,125.0,33.9642,116.0,0.0609,76.0,7,75.0,115,21.0,131.0,0.0705,130.0,,,-14.41,121.0,-7.14,-8.85,False
2024,Miami (OH),Mid-American,9.0,5.0,1.3,68.0,33.9478,117.0,0.0259,114.0,3,111.0,116,30.0,96.0,0.5951,38.0,,,5.96,33.0,-1.71,6.08,False
2024,UTEP,Mountain West,3.0,9.0,-22.7,130.0,33.8779,118.0,0.0275,110.0,3,111.0,109,25.0,129.0,0.2354,106.0,,,-17.75,127.0,-11.08,-4.77,False
2024,Ball State,Mid-American,3.0,9.0,-19.8,126.0,33.8301,119.0,0.0339,100.0,4,99.0,118,29.0,107.0,0.5574,46.0,,,-14.65,123.0,-3.4,-11.26,False
2024,New Mexico,Mountain West,5.0,7.0,-14.8,116.0,33.7772,120.0,0.018,121.0,2,120.0,111,32.0,79.0,0.349,85.0,,,-9.42,112.0,3.0,-10.85,False
2024,Central Michigan,Mid-American,4.0,8.0,-15.8,120.0,33.717600000000004,121.0,0.0085,126.0,1,124.0,118,31.0,84.0,0.5119,53.0,,,-10.18,114.0,-6.8,-4.52,False
2024,Florida International,Conference USA,4.0,8.0,-12.1,112.0,33.7153,122.0,0.0,131.0,0,131.0,112,30.0,96.0,0.6137,36.0,,,-6.47,102.0,-3.99,-1.52,False
2024,San José State,Mountain West,7.0,6.0,-5.5,92.0,33.710899999999995,123.0,0.019,120.0,2,120.0,105,28.0,114.0,0.2357,105.0,,,0.15,71.0,1.61,-0.31,False
2024,Wyoming,Mountain West,3.0,9.0,-13.6,115.0,33.6896,124.0,0.0083,128.0,1,124.0,120,37.0,35.0,0.1799,123.0,,,-7.86,107.0,-8.15,-0.96,False
2024,Bowling Green,Mid-American,7.0,6.0,-1.8,77.0,33.6821,125.0,0.0275,110.0,3,111.0,109,48.0,1.0,0.6572,27.0,,,3.97,44.0,1.17,2.65,False
2024,Kent State,Mid-American,0.0,12.0,-33.0,134.0,33.6026,126.0,0.0087,125.0,1,124.0,115,29.0,107.0,0.7024,22.0,,,-26.9,134.0,-11.69,-13.78,False
2024,Kennesaw State,Conference USA,2.0,10.0,-25.1,132.0,33.3993,127.0,0.0323,108.0,4,99.0,124,26.0,123.0,0.7243,19.0,,,-18.15,128.0,-13.73,-4.64,False
2024,Northern Illinois,Mountain West,8.0,5.0,-3.5,84.0,33.3655,128.0,0.0,131.0,0,131.0,122,45.0,5.0,0.5338,49.0,,,3.59,47.0,-3.87,8.93,False
2024,Old Dominion,Sun Belt,5.0,7.0,-6.0,95.0,33.354,129.0,0.0094,124.0,1,124.0,106,26.0,123.0,0.5705,41.0,,,1.14,64.0,1.85,-0.75,False
2024,Buffalo,Mid-American,9.0,4.0,-4.0,87.0,33.3337,130.0,0.0,131.0,0,131.0,119,24.0,130.0,0.126,127.0,,,3.23,50.0,1.59,0.4,False
2024,Army,American Athletic,12.0,2.0,9.2,37.0,32.9944,131.0,0.022,119.0,4,99.0,182,26.0,123.0,0.6967,24.0,,,17.84,4.0,7.89,9.62,False
2024,Air Force,Mountain West,5.0,7.0,-11.7,111.0,32.480199999999996,132.0,0.0,131.0,0,131.0,129,20.0,133.0,0.339,88.0,,,-0.91,79.0,-4.49,4.92,False
2024,UL Monroe,Sun Belt,5.0,7.0,-16.7,122.0,31.206699999999994,133.0,0.041,98.0,5,90.0,122,18.0,134.0,0.1544,125.0,,,-0.6,76.0,-3.11,2.65,False
2024,Navy,American Athletic,10.0,3.0,3.5,57.0,23.3318,134.0,0.0054,130.0,1,124.0,185,21.0,131.0,0.5645,43.0,,,52.46,1.0,23.57,27.59,False
2025,Alabama,SEC,11.0,4.0,14.8,20.0,38.8968,1.0,0.5,5.0,63,3.0,126,26.0,113.0,0.2793,75.0,620.7172903789728,45.0,-6.23,95.0,-3.58,-0.5,False
2025,Georgia,SEC,12.0,2.0,24.1,6.0,38.8622,2.0,0.5303,3.0,70,1.0,132,37.0,36.0,0.3616,64.0,503.9205864288956,69.0,3.26,57.0,1.3,0.91,False
2025,Texas,SEC,10.0,3.0,16.2,17.0,38.625299999999996,3.0,0.5225,4.0,58,7.0,111,26.0,113.0,0.2474,81.0,548.1231942859524,65.0,-3.29,82.0,-2.22,-1.48,False
2025,Ohio State,Big Ten,12.0,2.0,30.1,2.0,38.519400000000005,4.0,0.5583,2.0,67,2.0,120,31.0,81.0,0.3054,71.0,643.562523287805,38.0,11.22,18.0,2.74,9.04,False
2025,Oregon,Big Ten,13.0,2.0,25.9,4.0,38.14,5.0,0.5,5.0,56,9.0,112,35.0,57.0,0.1899,97.0,834.6143754985997,8.0,9.18,24.0,4.76,4.39,False
2025,Clemson,ACC,7.0,6.0,9.5,34.0,37.9558,6.0,0.373,15.0,47,13.0,126,40.0,15.0,0.8317,3.0,618.6699082008757,46.0,-6.17,93.0,-5.99,-0.45,False
2025,LSU,SEC,7.0,6.0,10.3,32.0,37.9137,7.0,0.5676,1.0,63,3.0,111,36.0,47.0,0.6597,12.0,638.9325642492943,41.0,-5.13,90.0,-7.59,2.48,False
2025,Texas A&M,SEC,11.0,2.0,20.7,9.0,37.852000000000004,8.0,0.4662,8.0,62,5.0,133,36.0,47.0,0.5301,31.0,741.3949184466887,21.0,5.62,44.0,4.76,2.36,False
2025,Notre Dame,FBS Independents,10.0,2.0,24.4,5.0,37.8326,9.0,0.5,5.0,57,8.0,114,44.0,5.0,0.3738,60.0,,,9.43,23.0,6.8,2.52,False
2025,Michigan,Big Ten,9.0,4.0,12.4,25.0,37.7554,10.0,0.4538,10.0,54,10.0,119,42.0,7.0,0.4091,55.0,639.2330090083829,40.0,-2.13,73.0,-2.11,2.06,False
